prompt,answer
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema de pantalla
Body: Hola,

He estado enfrentando un problema donde la pantalla de mi Microsoft Surface Pro 7 deja de responder al tacto intermitentemente. ¿Podría por favor proporcionar pasos urgentes de solución de problemas para este problema? Gracias.

Atentamente,

<name>
Language: es
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: HP DeskJet 3755 Wi-Fi-Verbindungsproblem
Body: Sehr geehrter Kundenservice,

ich habe ein Problem mit meinem HP DeskJet 3755 Wireless-Drucker. Er verbindet sich nicht mit dem Wi-Fi-Netzwerk, obwohl ich die Installationsanweisungen befolgt habe. Könnten Sie bitte Troubleshooting-Schritte zur Behebung dieses Problems bereitstellen? Die Unterstützung, um ihn zum Laufen zu bringen, wird sehr geschätzt. Vielen Dank im Voraus für Ihre Hilfe.

Mit freundlichen Grüßen,
<name>
<tel_num>
Language: de
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dringende Beratungsanfrage
Body: Sehr geehrtes <name> Kundenserviceteam,

Wir benötigen dringend Ihre IT-Beratung, um die Serveradministration für unsere Vertriebsabteilung zu verbessern. Ihr Fachwissen ist entscheidend. Bitte kontaktieren Sie uns so schnell wie möglich.

Mit freundlichen Grüßen,
<name>
<tel_num>
Language: de
Business type: IT Consulting Firm

Answer:",Sales and Pre-Sales
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dell XPS 13 9310: Probleme mit dem Trackpad und Überhitzung
Body: Sehr geehrter Kundenservice, ich besitze einen Dell XPS 13 9310 und habe seit einem letzten Systemupdate Probleme mit dem Trackpad und Überhitzung. Diese Probleme beeinträchtigen meinen Arbeitsablauf erheblich. Könnten Sie mir bitte eine Anleitung oder eine Lösung bereitstellen? Ihre Unterstützung bei der Lösung dieses Problems wäre sehr geschätzt. Vielen Dank. Mit freundlichen Grüßen, <name>
Language: de
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgent: PyCharm 2024.2 Debugger Crashing
Body: PyCharm 2024.2 crashes frequently during debugging Python projects.
Language: en
Business type: Software Development Company

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Inquiry on Surface Pro 7 Monitor Compatibility
Body: Dear Customer Support,

Could you please provide recommendations and setups for compatible external monitors for the Microsoft Surface Pro 7? I'm looking for detailed guidance on achieving optimal performance.

Best regards,
<name>
Language: en
Business type: IT Services

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgent: React App Crashing
Body: Dear Customer Support,

My JavaScript React app is crashing immediately on startup, and it displays a blank page. I've subscribed to your JavaScript React App Development Service. This issue is urgent and requires immediate attention. My account number is <acc_num>.

Please assist me promptly to resolve this issue.

Best regards,
<name>
<tel_num>
Language: en
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgente: Corrupción de Base de Datos en MySQL 8.0.30
Body: Estimado equipo de soporte,

Hemos encontrado corrupción de base de datos con MySQL 8.0.30, lo que ha provocado interrupciones en el servicio y ha afectado significativamente nuestras operaciones comerciales. Se requiere asistencia inmediata para resolver este problema.

Por favor, prioricen este asunto.

Atentamente,
<name>
Language: es
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Überprüfung der Serverkonfiguration erforderlich
Body: Sehr geehrter IT-Service-Support,

unser Kunde, <name>, hat Unterbrechungen bei seinen Kollaborationstools. Wir glauben, dass die Lösung möglicherweise in den Serverkonfigurationseinstellungen liegt. Wir bitten um eine gründliche Überprüfung der Konfiguration des IT- Beratungsdienstes, um dieses Problem umgehend zu lösen. Bitte beraten Sie uns über den besten Handlungsweg und stellen Sie alle notwendigen Anweisungen zur Verfügung.

Danke,
<name>
<tel_num>
Language: de
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: MacBook Air M1 hat Überhitzungsprobleme bei längerer Nutzung
Body: Liebes Support-Team von Tech Online Store, ich habe kürzlich ein MacBook Air M1 gekauft und habe bei längerer Nutzung Überhitzungsprobleme. Zusätzlich habe ich signifikante Stromverbrauchsspitzen bemerkt, die die Akkulaufzeit beeinträchtigen. Dies begann einige Wochen nach meinem Kauf. Bitte teilen Sie mir mit, ob dieses Problem aus der Ferne gelöst werden kann oder ob ich das Produkt zur Inspektion zurückgeben muss. Ich freue mich auf Ihre Unterstützung. Mit freundlichen Grüßen, <name>
Language: de
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: MacBook Air M1 rencontrant des problèmes de surchauffe lors d'une utilisation prolongée
Body: Cher équipe de support de Tech Online Store, j'ai récemment acheté un MacBook Air M1 et je rencontre des problèmes de surchauffe lors de longues périodes d'utilisation. De plus, j'ai remarqué des pics de consommation d'énergie importants qui affectent l'autonomie de la batterie. Cela a commencé à se produire quelques semaines après mon achat. Veuillez me conseiller si ce problème peut être résolu à distance ou si je dois retourner le produit pour inspection. Dans l'attente de votre assistance. Cordialement, <name>
Language: fr
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dringend: Plötzliches Abschaltproblem
Body: Sehr geehrter Tech Online Store Support, ich habe plötzlich auftretende Abschaltprobleme mit meinem Dell XPS 13 9310. Dieses Problem muss dringend gelöst werden. Bitte beraten Sie mich über die nächsten Schritte. Vielen Dank, <name>
Language: de
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Kompatibilitätsanfrage
Body: Sehr geehrter Kundenservice,

Ich habe kürzlich ein MacBook Air M1 in Ihrem Geschäft gekauft. Ich muss wissen, ob dieses Modell mit meinem externen drahtlosen Monitorsetup kompatibel ist. Bitte geben Sie mir die notwendigen Informationen so schnell wie möglich.

Danke,
<name>
Language: de
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Consulta de Compatibilidade
Body: Caro Suporte ao Cliente,

Recentemente comprei um MacBook Air M1 na sua loja. Preciso saber se este modelo é compatível com a minha configuração de monitor sem fio externo. Por favor, forneça as informações necessárias assim que possível.

Obrigado,
<name>
Language: pt
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema con la función inalámbrica de la HP DeskJet 3755
Body: Estimado soporte al cliente de Tech Online Store, no puedo conectar mi HP DeskJet 3755 a dispositivos móviles utilizando la función inalámbrica. Por favor, ayúdame a resolver este problema. ¡Gracias! Saludos, <name>
Language: es
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema de parpadeo de la pantalla
Body: Estimado Servicio al Cliente, estoy experimentando un parpadeo en la pantalla de mi LG OLED C1, que afecta particularmente al contenido HDR. Esto impacta severamente la calidad de visualización. ¿Podrían ayudarme con la solución de problemas o proporcionar posibles soluciones? Gracias por su pronta atención. Atentamente, <name>
Language: es
Business type: Tech Online Store

Answer:",Sales and Pre-Sales
